Date,IN3MT=RR,IN6MT=RR,IN1YT=RR,IN2YT=RR,IN3YT=RR,IN5YT=RR,IN7YT=RR,IN10YT=RR,IN30YT=RR
12/27/13,8.68,8.89,9.203,8.653,8.766,9.048,9.15,8.959,9.394
1/3/14,8.71,8.76,8.485,8.53,8.619,8.925,9.048,8.834,9.269
1/10/14,8.72,8.75,8.663,8.598,8.624,8.843,8.966,8.758,9.182
1/17/14,8.7,8.73,8.635,8.464,8.502,8.667,8.793,8.627,8.997
1/24/14,8.73,8.71,8.661,8.476,8.534,8.767,8.924,8.738,9.026
1/31/14,8.92,8.95,8.826,8.591,8.654,8.86,9.041,8.77,9.236
2/7/14,8.96,8.95,8.859,8.594,8.649,8.847,9.023,8.736,9.137
2/14/14,9.05,9.04,9.147,8.761,8.739,8.942,9.154,8.808,9.219
2/21/14,9.06,9.05,8.977,8.634,8.614,8.914,9.146,8.795,9.231
2/28/14,9.14,9.11,8.967,8.635,8.613,8.971,9.205,8.862,9.225
3/7/14,9.18,9.11,8.962,8.586,8.771,8.964,9.172,8.811,9.179
3/14/14,9.18,9.07,8.577,8.516,8.738,8.914,9.083,8.791,9.14
3/21/14,8.82,8.89,8.542,8.442,8.663,8.895,9.089,8.795,9.114
3/28/14,8.55,8.76,8.495,8.435,8.621,8.86,9.041,8.804,9.086
4/4/14,8.82,8.9,8.647,8.587,8.769,9.075,9.289,9.065,9.384
4/11/14,8.85,8.95,8.536,8.485,8.643,8.955,9.129,8.941,9.312
4/18/14,8.83,8.9,8.509,8.53,8.609,8.821,9.028,8.85,9.193
4/25/14,8.86,8.92,8.628,8.595,8.608,8.841,8.999,8.883,9.134
5/2/14,8.87,8.91,8.537,8.522,8.534,8.787,8.916,8.808,9.071
5/9/14,8.83,8.85,8.572,8.553,8.585,8.762,8.903,8.746,9.019
5/16/14,8.8,8.83,8.458,8.472,8.502,8.778,8.937,8.834,9.048
5/23/14,8.57,8.67,8.289,8.32,8.352,8.568,8.737,8.637,8.874
5/30/14,8.54,8.61,8.288,8.344,8.373,8.544,8.697,8.645,8.776
6/6/14,8.48,8.54,8.153,8.242,8.292,8.342,8.457,8.512,8.566
6/13/14,8.55,8.58,8.302,8.224,8.374,8.473,8.621,8.595,8.574
6/20/14,8.53,8.64,8.375,8.297,8.473,8.586,8.744,8.724,8.749
6/27/14,8.54,8.65,8.285,8.186,8.357,8.621,8.739,8.747,8.781
7/4/14,8.47,8.6,8.27,8.167,8.373,8.554,8.658,8.663,8.684
7/11/14,8.59,8.67,8.314,8.205,8.417,8.639,8.773,8.767,8.789
7/18/14,8.59,8.67,8.265,8.161,8.363,8.612,8.742,8.769,8.744
7/25/14,8.6,8.65,8.165,8.083,8.238,8.423,8.564,8.671,8.687
8/1/14,8.61,8.66,8.689,8.153,8.313,8.49,8.642,8.755,8.755
8/8/14,8.65,8.74,8.722,8.588,8.541,8.726,8.818,8.852,8.891
8/15/14,8.65,8.71,8.631,8.514,8.475,8.583,8.67,8.713,8.811
8/22/14,8.61,8.67,8.501,8.335,8.477,8.563,8.736,8.516,8.738
8/29/14,8.63,8.69,8.636,8.452,8.523,8.612,8.811,8.559,8.779
9/5/14,8.59,8.63,8.713,8.415,8.489,8.582,8.736,8.522,8.756
9/12/14,8.61,8.67,8.724,8.468,8.512,8.565,8.721,8.501,8.729
9/19/14,8.59,8.67,8.546,8.382,8.349,8.494,8.653,8.455,8.659
9/26/14,8.54,8.63,8.643,8.414,8.355,8.485,8.668,8.441,8.656
10/3/14,8.49,8.64,8.645,8.413,8.344,8.536,8.709,8.477,8.683
10/10/14,8.5,8.58,8.618,8.423,8.329,8.477,8.64,8.456,8.663
10/17/14,8.48,8.54,8.565,8.286,8.327,8.395,8.581,8.389,8.576
10/24/14,8.43,8.5,8.526,8.292,8.312,8.369,8.547,8.356,8.517
10/31/14,8.4,8.44,8.358,8.21,8.211,8.266,8.406,8.278,8.36
11/7/14,8.3,8.37,8.311,8.172,8.178,8.169,8.292,8.209,8.295
11/14/14,8.35,8.39,8.351,8.215,8.218,8.239,8.344,8.215,8.313
11/21/14,8.28,8.35,8.32,8.132,8.125,8.152,8.284,8.168,8.274
11/28/14,8.3,8.35,8.245,8.035,8.13,8.132,8.222,8.087,8.196
12/5/14,8.25,8.31,8.224,7.975,8.061,7.967,8.07,7.936,8.031
12/12/14,8.23,8.28,8.086,7.77,7.834,7.882,7.937,7.83,7.874
12/19/14,8.35,8.39,8.226,7.904,7.999,8.112,8.124,7.96,8.032
12/26/14,8.38,8.43,8.204,7.875,8.014,8.088,8.068,7.978,8.084
1/2/15,8.3,8.36,8.258,7.952,7.965,8.03,8.059,7.872,8.063
1/9/15,8.39,8.29,8.318,7.929,7.937,7.992,8.023,7.844,8.049
1/16/15,8.12,8.04,8.13,7.727,7.685,7.737,7.806,7.706,7.857
1/23/15,8.16,8.06,7.951,7.605,7.681,7.651,7.764,7.704,7.729
1/30/15,8.18,8.08,8.056,7.78,7.723,7.672,7.743,7.691,7.695
2/6/15,8.27,8.18,8.064,7.798,7.752,7.709,7.758,7.7,7.679
2/13/15,8.3,8.23,8.054,7.788,7.748,7.716,7.768,7.697,7.683
2/20/15,8.38,8.3,7.796,7.836,7.759,7.716,7.761,7.695,7.68
2/27/15,8.38,8.31,7.874,7.757,7.781,7.777,7.803,7.724,7.687
3/6/15,8.22,8.1,7.86,7.74,7.759,7.759,7.804,7.705,7.712
3/13/15,8.33,8.15,8.008,7.858,7.86,7.879,7.879,7.796,7.804
3/20/15,8.3,8.15,7.841,7.788,7.749,7.779,7.842,7.746,7.778
3/27/15,8.3,8.2,7.906,7.815,7.794,7.806,7.845,7.776,7.814
4/3/15,7.88,7.75,7.797,7.828,7.776,7.749,7.826,7.738,7.782
4/10/15,7.9,7.9,7.887,7.821,7.78,7.766,7.857,7.801,7.85
4/17/15,7.88,7.92,7.882,7.759,7.752,7.763,7.86,7.791,7.854
4/24/15,7.95,7.98,7.869,7.818,7.77,7.776,7.856,7.787,7.867
5/1/15,7.95,7.92,7.866,7.882,7.846,7.875,7.911,7.86,7.901
5/8/15,7.99,8,7.961,7.676,7.904,8.029,8.047,7.977,8.036
5/15/15,7.95,7.94,7.915,7.818,7.904,7.946,8.027,7.946,8.063
5/22/15,7.85,7.85,7.832,7.733,7.785,7.851,7.962,7.858,7.964
5/29/15,7.85,7.82,7.728,7.784,7.765,7.841,7.946,7.815,7.955
6/5/15,7.65,7.7,7.703,7.846,7.887,8.009,8.08,7.983,8.134
6/12/15,7.73,7.7,7.688,7.83,7.932,8.125,8.184,7.886,8.221
6/19/15,7.72,7.75,7.579,7.807,7.831,7.888,7.993,7.708,8.062
6/26/15,7.68,7.75,7.702,7.779,7.892,8.014,8.099,7.821,8.146
7/3/15,7.63,7.65,7.562,7.749,7.847,7.983,8.092,7.799,8.092
7/10/15,7.51,7.58,7.543,7.706,7.81,7.939,8.086,7.802,8.044
7/17/15,7.53,7.6,7.584,7.78,7.893,7.993,8.123,7.83,8.094
7/24/15,7.47,7.55,7.586,7.781,7.885,7.996,8.094,7.83,8.079
7/31/15,7.44,7.53,7.586,7.807,7.856,7.935,8.051,7.806,8.022
8/7/15,7.39,7.53,7.557,7.832,7.869,7.949,8.052,7.809,8.013
8/14/15,7.38,7.49,7.506,7.858,7.811,7.87,7.967,7.745,7.959
8/21/15,7.42,7.49,7.448,7.726,7.811,7.893,7.991,7.784,7.968
8/28/15,7.41,7.47,7.42,7.652,7.811,7.892,8.019,7.777,7.986
9/4/15,7.4,7.47,7.426,7.688,7.79,7.883,7.994,7.753,7.973
9/11/15,7.45,7.49,7.443,7.684,7.791,7.897,8.005,7.771,7.989
9/18/15,7.47,7.5,7.415,7.637,7.721,7.84,7.938,7.697,7.909
9/25/15,7.4,7.45,7.422,7.59,7.713,7.856,7.972,7.715,7.939
10/2/15,7.02,7.1,7.247,7.554,7.514,7.651,7.807,7.561,7.82
10/9/15,7.04,7.1,7.165,7.499,7.535,7.644,7.738,7.545,7.786
10/16/15,7.06,7.11,7.167,7.487,7.5,7.642,7.782,7.564,7.811
10/23/15,7.1,7.15,7.169,7.474,7.483,7.648,7.791,7.585,7.795
10/30/15,7.11,7.15,7.198,7.411,7.485,7.675,7.829,7.64,7.853
11/6/15,7.09,7.15,7.243,7.424,7.481,7.699,7.815,7.685,7.879
11/13/15,7.12,7.2,7.234,7.457,7.473,7.7,7.833,7.646,7.868
11/20/15,7.14,7.21,7.24,7.425,7.498,7.759,7.873,7.697,7.919
11/27/15,7.15,7.2,7.246,7.466,7.495,7.816,7.957,7.766,7.979
12/4/15,7.15,7.2,7.253,7.365,7.445,7.762,7.925,7.757,8
12/11/15,7.17,7.23,7.245,7.386,7.605,7.759,7.929,7.773,8.015
12/18/15,7.2,7.24,7.174,7.302,7.606,7.749,7.884,7.725,8.054
12/25/15,7.21,7.25,7.196,7.239,7.661,7.723,7.871,7.749,8.05
1/1/16,7.14,7.25,7.236,7.331,7.588,7.692,7.853,7.727,8.076
1/8/16,7.2,7.22,7.245,7.269,7.555,7.649,7.812,7.741,8.066
1/15/16,7.25,7.24,7.255,7.272,7.559,7.713,7.853,7.806,8.17
1/22/16,7.25,7.24,7.174,7.238,7.481,7.652,7.817,7.775,8.132
1/29/16,7.25,7.24,7.22,7.325,7.444,7.614,7.801,7.779,8.231
2/5/16,7.32,7.26,7.231,7.253,7.475,7.641,7.828,7.822,8.251
2/12/16,7.31,7.28,7.259,7.368,7.493,7.662,7.944,7.723,8.271
2/19/16,7.32,7.29,7.247,7.401,7.561,7.765,8.034,7.738,8.312
2/26/16,7.31,7.3,7.281,7.589,7.75,7.954,8.209,7.779,8.368
3/4/16,7.21,7.23,7.297,7.457,7.575,7.752,7.991,7.633,8.192
3/11/16,7.24,7.22,7.296,7.486,7.62,7.794,8.025,7.627,8.201
3/18/16,7.22,7.19,7.245,7.363,7.506,7.684,7.899,7.52,8.017
3/25/16,7.21,7.19,7.222,7.295,7.465,7.647,7.834,7.507,7.934
4/1/16,7.08,7.1,7.2,7.271,7.376,7.524,7.745,7.459,7.912
4/8/16,6.83,6.85,7.01,7.132,7.268,7.436,7.657,7.447,7.822
4/15/16,6.8,6.83,7.044,7.146,7.294,7.449,7.621,7.435,7.797
4/22/16,6.79,6.85,7.034,7.161,7.269,7.467,7.634,7.456,7.813
4/29/16,6.83,6.84,7,7.164,7.266,7.458,7.631,7.435,7.835
5/6/16,6.82,6.88,7.033,7.123,7.255,7.43,7.625,7.435,7.85
5/13/16,6.83,6.89,7.033,7.116,7.241,7.41,7.61,7.448,7.849
5/20/16,6.84,6.93,7.056,7.119,7.241,7.447,7.628,7.476,7.863
5/27/16,6.84,6.94,7.034,7.117,7.231,7.43,7.621,7.47,7.861
6/3/16,6.82,6.96,7.097,7.105,7.223,7.438,7.635,7.488,7.836
6/10/16,6.79,6.88,7.025,7.08,7.199,7.405,7.631,7.491,7.844
6/17/16,6.75,6.89,6.988,7.078,7.186,7.399,7.624,7.501,7.85
6/24/16,6.75,6.82,7.001,7.04,7.143,7.435,7.617,7.473,7.828
7/1/16,6.54,6.78,6.936,7.026,7.126,7.346,7.516,7.419,7.709
7/8/16,6.54,6.71,6.867,6.968,7.039,7.223,7.418,7.384,7.683
7/15/16,6.56,6.69,6.824,6.898,6.944,7.114,7.284,7.272,7.584
7/22/16,6.55,6.7,6.85,6.882,6.934,7.106,7.223,7.249,7.534
7/29/16,6.53,6.73,6.821,6.855,6.9,7.044,7.157,7.163,7.38
8/5/16,6.54,6.65,6.848,6.845,6.914,7.075,7.167,7.166,7.362
8/12/16,6.56,6.69,6.798,6.833,6.887,7.039,7.091,7.101,7.221
8/19/16,6.56,6.7,6.798,6.837,6.877,7.025,7.107,7.099,7.275
8/26/16,6.55,6.66,6.811,6.84,6.882,7.037,7.104,7.127,7.278
9/2/16,6.56,6.66,6.792,6.829,6.871,7.002,7.104,7.119,7.258
9/9/16,6.54,6.66,6.723,6.773,6.808,6.909,7.021,7.057,7.203
9/16/16,6.51,6.64,6.791,6.762,6.785,6.937,7.027,7.051,7.229
9/23/16,6.52,6.58,6.8,6.703,6.708,6.888,6.945,6.966,7.167
9/30/16,6.45,6.55,6.631,6.691,6.701,6.865,6.951,6.958,7.172
10/7/16,6.36,6.42,6.538,6.581,6.59,6.724,6.823,6.848,7.14
10/14/16,6.37,6.44,6.541,6.571,6.594,6.733,6.837,6.852,7.174
10/21/16,6.39,6.45,6.589,6.554,6.564,6.72,6.831,6.848,7.181
10/28/16,6.35,6.44,6.61,6.543,6.56,6.701,6.844,6.885,7.198
11/4/16,6.43,6.46,6.544,6.55,6.565,6.725,6.89,6.838,7.249
11/11/16,6.26,6.35,6.348,6.403,6.406,6.57,6.743,6.722,7.143
11/18/16,5.98,6.03,6.107,6.235,6.231,6.355,6.478,6.428,6.925
11/25/16,5.75,5.8,5.979,5.932,5.989,6.147,6.224,6.229,6.644
12/2/16,6,6.02,6.072,6.021,6.023,6.209,6.311,6.241,6.675
12/9/16,6.23,6.16,6.273,6.234,6.221,6.404,6.515,6.437,6.93
12/16/16,6.19,6.24,6.222,6.294,6.288,6.554,6.601,6.504,7.105
12/23/16,6.21,6.23,6.344,6.311,6.481,6.629,6.679,6.544,7.082
12/30/16,6.22,6.32,6.326,6.372,6.454,6.616,6.633,6.512,7.112
1/6/17,6.19,6.19,6.279,6.324,6.355,6.504,6.552,6.385,6.963
1/13/17,6.25,6.23,6.264,6.33,6.361,6.508,6.56,6.417,7.039
1/20/17,6.23,6.23,6.292,6.308,6.396,6.552,6.601,6.462,7.023
1/27/17,6.23,6.2,6.286,6.273,6.331,6.542,6.554,6.398,7.036
2/3/17,6.17,6.16,6.195,6.243,6.303,6.512,6.566,6.408,7.029
2/10/17,6.26,6.29,6.411,6.468,6.608,6.797,6.951,6.805,7.356
2/17/17,6.19,6.25,6.362,6.457,6.58,6.939,6.988,6.849,7.411
2/24/17,6.13,6.21,6.339,6.469,6.617,6.979,7.05,6.915,7.405
3/3/17,6,6.16,6.355,6.437,6.616,6.996,7.065,6.771,7.411
3/10/17,5.93,6.07,6.299,6.502,6.732,7.102,7.175,6.904,7.482
3/17/17,5.95,6.06,6.316,6.487,6.663,7.055,7.101,6.86,7.427
3/24/17,5.86,5.98,6.221,6.426,6.573,6.93,6.968,6.828,7.388
3/31/17,5.8,5.9,6.239,6.455,6.569,6.828,6.891,6.658,7.347
4/7/17,5.95,6.11,6.366,6.544,6.733,6.99,7.031,6.819,7.343
4/14/17,5.95,6.1,6.39,6.488,6.655,6.949,6.949,6.821,7.334
4/21/17,6.08,6.33,6.424,6.558,6.717,6.995,7.009,6.918,7.398
4/28/17,6.2,6.29,6.401,6.593,6.782,7.025,7.075,6.961,7.456
5/5/17,6.28,6.38,6.486,6.578,6.726,7.045,7.078,6.942,7.482
5/12/17,6.3,6.36,6.457,6.61,6.721,7.028,7.024,6.905,7.48
5/19/17,6.3,6.41,6.449,6.563,6.674,6.968,7.014,6.854,7.395
5/26/17,6.24,6.39,6.371,6.498,6.63,6.954,6.905,6.787,7.358
6/2/17,6.27,6.35,6.512,6.466,6.568,6.915,6.865,6.624,7.287
6/9/17,6.28,6.29,6.357,6.322,6.461,6.681,6.708,6.501,7.087
6/16/17,6.26,6.3,6.347,6.361,6.468,6.677,6.716,6.49,7.083
6/23/17,6.26,6.3,6.385,6.361,6.458,6.649,6.7,6.459,7.051
6/30/17,6.3,6.33,6.408,6.376,6.504,6.716,6.749,6.511,7.115
7/7/17,6.28,6.34,6.372,6.355,6.538,6.735,6.778,6.529,7.12
7/14/17,6.18,6.29,6.335,6.306,6.478,6.558,6.782,6.463,7.075
7/21/17,6.08,6.21,6.339,6.29,6.422,6.502,6.709,6.436,7.038
7/28/17,6.13,6.23,6.29,6.293,6.427,6.541,6.76,6.462,7.075
8/4/17,6.1,6.15,6.203,6.242,6.351,6.431,6.638,6.438,7.026
8/11/17,6.12,6.23,6.308,6.341,6.362,6.494,6.713,6.502,7.079
8/18/17,6.12,6.22,6.311,6.341,6.396,6.493,6.726,6.509,7.075
8/25/17,6.14,6.22,6.291,6.35,6.396,6.498,6.721,6.538,7.141
9/1/17,6.11,6.2,6.27,6.321,6.378,6.477,6.685,6.483,7.113
9/8/17,6.09,6.2,6.303,6.335,6.393,6.508,6.72,6.543,7.141
9/15/17,6.09,6.2,6.275,6.363,6.405,6.547,6.794,6.598,7.179
9/22/17,6.1,6.23,6.293,6.416,6.449,6.66,6.874,6.663,7.272
9/29/17,6.08,6.2,6.05,6.402,6.42,6.63,6.86,6.663,7.268
10/6/17,6.07,6.18,6.226,6.432,6.466,6.712,6.909,6.757,7.336
10/13/17,6.08,6.19,6.269,6.408,6.471,6.663,6.871,6.734,7.27
10/20/17,6.1,6.2,6.256,6.424,6.447,6.658,6.855,6.76,7.285
10/27/17,6.1,6.19,6.208,6.444,6.472,6.721,6.889,6.807,7.306
11/3/17,6.1,6.21,6.313,6.471,6.508,6.723,6.896,6.858,7.299
11/10/17,6.1,6.21,6.308,6.503,6.572,6.791,6.975,6.956,7.355
11/17/17,6.11,6.2,6.356,6.602,6.701,6.897,7.105,7.049,7.409
11/24/17,6.12,6.2,6.362,6.589,6.661,6.877,7.05,7.002,7.423
12/1/17,6.13,6.23,6.349,6.582,6.651,6.891,7.063,7.058,7.458
12/8/17,6.11,6.23,6.364,6.584,6.623,6.93,7.088,7.089,7.458
12/15/17,6.16,6.3,6.417,6.609,6.688,6.97,7.153,7.134,7.471
12/22/17,6.2,6.31,6.49,6.726,6.898,7.069,7.316,7.271,7.523
12/29/17,6.22,6.34,6.601,6.729,6.963,7.138,7.354,7.326,7.642
1/5/18,6.3,6.35,6.561,6.738,6.979,7.148,7.274,7.288,7.615
1/12/18,6.32,6.4,6.611,6.818,7.061,7.245,7.399,7.455,7.783
1/19/18,6.38,6.41,6.594,6.855,7.071,7.251,7.459,7.479,7.666
1/26/18,6.41,6.47,6.599,6.797,7.043,7.234,7.465,7.307,7.774
2/2/18,6.42,6.51,6.67,6.925,7.156,7.423,7.681,7.562,7.829
2/9/18,6.39,6.51,6.62,6.82,7.085,7.321,7.617,7.49,7.865
2/16/18,6.34,6.47,6.65,6.796,7.099,7.369,7.649,7.577,7.896
2/23/18,6.32,6.48,6.658,6.84,7.157,7.444,7.717,7.667,7.975
3/2/18,6.31,6.49,6.647,6.864,7.193,7.469,7.744,7.738,7.981
3/9/18,6.25,6.45,6.628,6.875,7.219,7.428,7.689,7.671,7.94
3/16/18,6.19,6.37,6.549,6.771,7.118,7.33,7.609,7.557,7.822
3/23/18,6.15,6.35,6.609,6.899,7.14,7.372,7.667,7.557,7.875
3/30/18,6.12,6.32,6.563,6.849,7.086,7.315,7.534,7.398,7.632
4/6/18,6.1,6.3,6.453,6.736,6.939,7.103,7.307,7.175,7.524
4/13/18,6.08,6.26,6.543,6.893,7.146,7.347,7.623,7.431,7.65
4/20/18,6.15,6.32,6.654,7.105,7.356,7.64,7.813,7.718,7.866
4/27/18,6.2,6.39,6.786,7.33,7.57,7.78,7.831,7.767,8.021
5/4/18,6.25,6.4,6.83,7.377,7.595,7.767,7.84,7.728,7.96
5/11/18,6.26,6.47,6.864,7.422,7.624,7.786,7.879,7.726,7.943
5/18/18,6.4,6.68,6.899,7.437,7.595,7.766,8.023,7.835,8.111
5/25/18,6.39,6.79,7.081,7.511,7.664,7.794,7.947,7.794,7.973
6/1/18,6.45,6.8,7.068,7.561,7.722,7.841,8.052,7.848,8.137
6/8/18,6.5,6.82,7.062,7.626,7.773,7.977,8.13,7.947,8.215
6/15/18,6.52,6.88,7.033,7.531,7.721,7.913,8.111,7.889,8.067
6/22/18,6.46,6.82,6.982,7.434,7.68,7.848,8.063,7.819,8.04
6/29/18,6.49,6.87,7.019,7.509,7.752,7.945,8.127,7.903,8.095
7/6/18,6.45,6.89,7.233,7.668,7.751,8.04,8.146,7.87,8.077
7/13/18,6.54,6.92,7.207,7.637,7.751,7.95,8.068,7.791,8.121
7/20/18,6.6,6.92,7.211,7.6,7.726,7.934,8.059,7.785,8.07
7/27/18,6.72,6.94,7.248,7.6,7.672,7.921,8.045,7.78,8.19
8/3/18,6.77,6.94,7.249,7.568,7.646,7.847,7.999,7.763,8.094
8/10/18,6.7,6.97,7.221,7.544,7.612,7.804,7.967,7.754,8.133
8/17/18,6.8,7.02,7.299,7.64,7.713,7.922,8.076,7.861,8.193
8/24/18,6.82,7.01,7.299,7.631,7.734,7.938,8.057,7.871,8.206
8/31/18,6.81,7.03,7.341,7.759,7.795,8.009,8.106,7.951,8.246
9/7/18,6.85,7.1,7.694,7.875,7.956,8.095,8.177,8.031,8.307
9/14/18,7.07,7.24,7.864,8.004,8.108,8.193,8.241,8.127,8.363
9/21/18,7.1,7.3,7.766,7.926,8,8.115,8.212,8.076,8.307
9/28/18,6.97,7.37,7.753,7.867,7.958,8.072,8.13,8.024,8.25
10/5/18,6.93,7.38,7.643,7.801,7.844,7.985,8.125,8.024,8.341
10/12/18,6.89,7.25,7.566,7.691,7.754,7.974,8.047,7.984,8.31
10/19/18,6.95,7.23,7.487,7.656,7.73,7.908,7.984,7.921,8.247
10/26/18,6.95,7.19,7.588,7.585,7.665,7.855,7.927,7.877,8.193
11/2/18,6.96,7.19,7.347,7.44,7.619,7.811,7.767,7.781,8.11
11/9/18,6.95,7.2,7.336,7.432,7.511,7.662,7.744,7.765,8.076
11/16/18,6.82,7.13,7.344,7.424,7.553,7.69,7.808,7.815,8.052
11/23/18,6.78,7.08,7.217,7.351,7.5,7.566,7.691,7.71,8.017
11/30/18,6.75,7.05,7.174,7.3,7.419,7.516,7.573,7.607,7.867
12/7/18,6.69,7.01,7.12,7.246,7.237,7.389,7.468,7.464,7.808
12/14/18,6.68,6.96,6.98,7.186,7.227,7.354,7.426,7.441,7.675
12/21/18,6.63,6.88,6.869,7.017,7.065,7.194,7.289,7.276,7.612
12/28/18,6.67,6.89,6.83,7.047,7.09,7.216,7.408,7.391,7.611
1/4/19,6.61,6.81,6.841,7.044,7.106,7.323,7.469,7.448,7.648
1/11/19,6.63,6.76,6.835,7,7.065,7.285,7.441,7.503,7.634
1/18/19,6.6,6.75,6.838,7.03,7.003,7.366,7.537,7.596,7.71
1/25/19,6.58,6.69,6.824,6.999,7.004,7.296,7.482,7.546,7.663
2/1/19,6.55,6.68,6.782,6.988,7.022,7.377,7.553,7.61,7.701
2/8/19,6.38,6.5,6.612,6.781,6.853,7.201,7.429,7.524,7.671
2/15/19,6.37,6.4,6.548,6.725,6.785,7.128,7.41,7.577,7.715
2/22/19,6.43,6.47,6.566,6.705,6.765,7.186,7.446,7.605,7.745
3/1/19,6.42,6.49,6.565,6.677,6.77,7.048,7.389,7.556,7.79
3/8/19,6.41,6.45,6.555,6.663,6.727,7.032,7.376,7.532,7.793
3/15/19,6.32,6.37,6.515,6.554,6.625,6.951,7.319,7.502,7.798
3/22/19,6.28,6.38,6.525,6.596,6.619,6.973,7.307,7.504,7.711
3/29/19,6.12,6.17,6.432,6.515,6.659,6.933,7.293,7.346,7.602
4/5/19,6.21,6.27,6.44,6.57,6.873,7.052,7.343,7.353,7.651
4/12/19,6.31,6.33,6.51,6.699,7.006,7.203,7.434,7.409,7.633
4/19/19,6.34,6.44,6.537,6.726,6.977,7.248,7.462,7.42,7.702
4/26/19,6.39,6.47,6.555,6.766,7.049,7.334,7.443,7.408,7.67
5/3/19,6.47,6.51,6.62,6.755,7.054,7.311,7.414,7.397,7.682
5/10/19,6.45,6.5,6.56,6.718,7.024,7.252,7.419,7.413,7.656
5/17/19,6.35,6.43,6.462,6.594,6.928,7.118,7.289,7.362,7.582
5/24/19,6.25,6.32,6.361,6.499,6.765,6.958,7.237,7.226,7.455
5/31/19,6.12,6.17,6.257,6.397,6.672,6.846,7.06,7.032,7.314
6/7/19,5.92,6.02,6.147,6.273,6.58,6.786,6.958,6.974,7.239
6/14/19,5.98,6.12,6.122,6.219,6.535,6.716,6.9,6.919,7.301
6/21/19,5.97,6.07,6.122,6.218,6.493,6.697,6.84,6.861,7.027
6/28/19,6.01,6.15,6.189,6.298,6.569,6.766,6.911,6.879,7.082
7/5/19,5.89,6.01,6.054,6.167,6.428,6.625,6.762,6.695,6.96
7/12/19,5.85,5.99,6.067,6.179,6.351,6.453,6.571,6.488,6.741
7/19/19,5.73,5.83,5.907,6.057,6.236,6.326,6.484,6.361,6.75
7/26/19,5.74,5.87,5.917,6.101,6.315,6.463,6.7,6.525,6.863
8/2/19,5.65,5.8,5.954,6.011,6.121,6.322,6.49,6.352,6.84
8/9/19,5.42,5.55,5.85,5.908,6.087,6.306,6.433,6.494,6.862
8/16/19,5.48,5.54,5.815,5.895,6.126,6.422,6.474,6.535,6.99
8/23/19,5.41,5.6,5.782,5.899,6.112,6.37,6.451,6.564,6.915
8/30/19,5.42,5.62,5.769,5.836,6.063,6.366,6.431,6.556,7.003
9/6/19,5.32,5.52,5.692,5.779,6.015,6.293,6.424,6.597,7.057
9/13/19,5.33,5.48,5.711,5.774,6.037,6.356,6.486,6.631,7.089
9/20/19,5.32,5.42,5.785,5.728,6.124,6.498,6.671,6.782,7.108
9/27/19,5.41,5.48,5.822,5.906,6.147,6.502,6.593,6.729,7.204
10/4/19,5.24,5.35,5.618,5.782,6.022,6.321,6.47,6.68,7.124
10/11/19,5.2,5.33,5.654,5.753,5.976,6.378,6.862,6.727,7.196
10/18/19,5.08,5.23,5.555,5.668,5.932,6.356,6.812,6.692,7.148
10/25/19,5.1,5.22,5.557,5.637,5.923,6.326,6.82,6.67,7.138
11/1/19,5.04,5.19,5.478,5.617,6.054,6.283,6.799,6.445,7.174
11/8/19,5.08,5.14,5.488,5.673,6.069,6.373,6.838,6.554,7.252
11/15/19,5.06,5.17,5.454,5.597,6.065,6.29,6.778,6.519,7.205
11/22/19,5.04,5.14,5.42,5.558,6.006,6.301,6.744,6.495,7.17
11/29/19,4.91,5.13,5.321,5.524,6.004,6.252,6.731,6.46,7.166
12/6/19,5.02,5.1,5.568,5.727,6.251,6.365,6.921,6.661,7.181
12/13/19,5.04,5.19,5.572,5.782,6.394,6.63,7.018,6.782,7.38
12/20/19,5.04,5.2,5.853,5.878,6.281,6.423,6.898,6.598,7.115
12/27/19,5.02,5.22,5.686,5.82,6.318,6.455,6.842,6.5,7.118
1/3/20,4.99,5.2,5.534,5.758,6.269,6.339,6.777,6.51,7.096
1/10/20,5.05,5.2,5.426,5.69,6.296,6.403,6.851,6.585,7.146
1/17/20,5.1,5.2,5.479,5.747,6.269,6.389,6.857,6.622,7.146
1/24/20,5.12,5.2,5.448,5.703,6.225,6.379,6.828,6.578,7.123
1/31/20,5.13,5.24,5.435,5.671,6.212,6.401,6.817,6.599,7.081
2/7/20,5.11,5.21,5.379,5.612,5.853,6.038,6.56,6.439,6.963
2/14/20,5.11,5.19,5.321,5.562,5.78,5.934,6.488,6.369,6.947
2/21/20,5.07,5.14,5.408,5.531,5.771,5.977,6.514,6.422,6.833
2/28/20,5.08,5.17,5.236,5.49,5.657,5.868,6.492,6.371,6.816
3/6/20,4.96,5.03,4.962,5.25,5.418,5.621,6.349,6.185,6.682
3/13/20,4.88,4.95,5.048,5.303,5.733,5.955,6.61,6.322,6.8
3/20/20,4.79,4.92,4.991,5.329,5.745,6.002,6.672,6.259,6.839
3/27/20,4.26,4.65,4.63,5.028,5.403,5.591,6.467,6.144,6.743
4/3/20,4.29,4.5,4.599,4.931,5.413,5.776,6.571,6.306,6.824
4/10/20,4.25,4.5,4.562,4.914,5.525,5.938,6.708,6.49,6.997
4/17/20,3.9,4.05,4.166,4.602,4.991,5.482,6.388,6.347,6.912
4/24/20,3.65,3.7,4.025,4.298,4.654,5.188,6.222,6.167,6.679
